id,trip_id,bus_id,from_time_going,to_time_going,from_time_return,to_time_return,date_start,date_end,status,type,event
1059,97,ce4e267d-3029-4d38-980f-fe753f8e39f1,03:48:21,20:38:41,07:00:55,17:25:24,2024-01-31,2024-01-31,pending,all,stopped
1060,52,ce4e267d-3029-4d38-980f-fe753f8e39f1,07:33:59,23:03:15,13:10:32,23:00:50,2024-02-01,2024-02-01,pending,all,stopped
1061,165,ce4e267d-3029-4d38-980f-fe753f8e39f1,03:39:46,14:44:41,00:28:37,08:38:25,2024-02-02,2024-02-02,pending,all,stopped
1062,143,e7bd9a81-5ac8-440c-9980-453103815f95,07:44:31,17:13:38,06:27:04,07:54:04,2023-12-26,2023-12-26,pending,all,stopped
1063,49,e7bd9a81-5ac8-440c-9980-453103815f95,03:22:13,08:29:48,19:17:42,21:20:35,2023-12-27,2023-12-27,pending,all,stopped
1064,76,e7bd9a81-5ac8-440c-9980-453103815f95,01:18:19,20:14:14,09:34:15,12:01:20,2023-12-28,2023-12-28,pending,all,stopped
1065,147,e7bd9a81-5ac8-440c-9980-453103815f95,05:19:56,21:01:51,01:10:35,11:20:12,2023-12-29,2023-12-29,pending,all,stopped
1066,76,e7bd9a81-5ac8-440c-9980-453103815f95,07:12:47,22:48:16,07:38:11,11:23:18,2023-12-30,2023-12-30,pending,all,stopped
1067,80,794d3ec1-4288-4bf8-b2bd-366084f56720,10:52:34,13:42:56,21:47:59,22:06:37,2024-05-10,2024-05-10,pending,all,stopped
1068,152,794d3ec1-4288-4bf8-b2bd-366084f56720,02:25:10,03:30:23,01:30:49,06:38:31,2024-05-11,2024-05-11,pending,all,stopped
1069,176,794d3ec1-4288-4bf8-b2bd-366084f56720,08:10:39,17:24:00,04:19:31,21:17:20,2024-05-12,2024-05-12,pending,all,stopped
1070,181,794d3ec1-4288-4bf8-b2bd-366084f56720,10:18:23,22:44:56,12:31:35,20:44:55,2024-05-13,2024-05-13,pending,all,stopped
1071,76,794d3ec1-4288-4bf8-b2bd-366084f56720,15:37:23,15:59:58,10:28:02,15:59:02,2024-05-14,2024-05-14,pending,all,stopped
1072,83,db0d055e-7ec5-46fe-89f3-6eb7a785fc8d,15:34:06,19:22:53,02:53:34,08:28:33,2023-10-20,2023-10-20,pending,all,stopped
1073,92,db0d055e-7ec5-46fe-89f3-6eb7a785fc8d,16:02:34,21:59:20,06:43:00,19:32:27,2023-10-21,2023-10-21,pending,all,stopped
1074,169,db0d055e-7ec5-46fe-89f3-6eb7a785fc8d,02:16:21,09:53:04,22:15:24,23:23:42,2023-10-22,2023-10-22,pending,all,stopped
1075,81,db0d055e-7ec5-46fe-89f3-6eb7a785fc8d,04:05:17,05:02:59,06:24:06,18:03:53,2023-10-23,2023-10-23,pending,all,stopped
1076,122,db0d055e-7ec5-46fe-89f3-6eb7a785fc8d,03:26:57,14:48:28,02:08:34,18:55:56,2023-10-24,2023-10-24,pending,all,stopped
1077,159,2e752044-f9ee-4eba-8dd0-852c9dff22c8,08:41:19,12:28:17,18:36:17,20:56:49,2024-09-12,2024-09-12,pending,all,stopped
1078,22,2e752044-f9ee-4eba-8dd0-852c9dff22c8,07:46:24,07:47:59,09:13:33,11:13:24,2024-09-13,2024-09-13,pending,all,stopped
1079,88,2e752044-f9ee-4eba-8dd0-852c9dff22c8,02:18:49,04:41:00,04:43:21,10:41:25,2024-09-14,2024-09-14,pending,all,stopped
1080,134,2e752044-f9ee-4eba-8dd0-852c9dff22c8,08:35:39,22:18:51,14:56:22,18:16:49,2024-09-15,2024-09-15,pending,all,stopped
1081,127,2e752044-f9ee-4eba-8dd0-852c9dff22c8,18:33:23,22:29:32,05:05:56,18:41:19,2024-09-16,2024-09-16,pending,all,stopped
1082,5,3a29fbaa-fe87-4a1d-8507-2333fb786da3,12:29:17,22:24:49,03:11:43,16:23:50,2024-06-03,2024-06-03,pending,all,stopped
1083,19,3a29fbaa-fe87-4a1d-8507-2333fb786da3,03:18:06,15:46:19,17:16:07,19:53:27,2024-06-04,2024-06-04,pending,all,stopped
1084,81,3a29fbaa-fe87-4a1d-8507-2333fb786da3,00:00:14,07:04:41,05:42:22,16:05:01,2024-06-05,2024-06-05,pending,all,stopped
1085,56,3a29fbaa-fe87-4a1d-8507-2333fb786da3,05:58:12,11:45:56,23:55:42,23:55:50,2024-06-06,2024-06-06,pending,all,stopped
1086,29,3a29fbaa-fe87-4a1d-8507-2333fb786da3,14:02:28,23:46:43,03:37:37,18:54:39,2024-06-07,2024-06-07,pending,all,stopped
1087,174,e8eee8a0-57dc-4d15-b4fd-6274d6e9a14b,10:15:41,13:38:30,00:01:03,20:16:04,2024-05-11,2024-05-11,pending,all,stopped
1088,112,e8eee8a0-57dc-4d15-b4fd-6274d6e9a14b,07:47:06,19:35:22,08:05:55,09:39:27,2024-05-12,2024-05-12,pending,all,stopped
1089,175,e8eee8a0-57dc-4d15-b4fd-6274d6e9a14b,16:00:46,17:48:43,17:11:24,22:37:15,2024-05-13,2024-05-13,pending,all,stopped
1090,28,e8eee8a0-57dc-4d15-b4fd-6274d6e9a14b,01:32:09,11:30:25,12:49:44,18:30:02,2024-05-14,2024-05-14,pending,all,stopped
1091,47,e8eee8a0-57dc-4d15-b4fd-6274d6e9a14b,01:35:57,02:09:17,12:43:25,23:55:12,2024-05-15,2024-05-15,pending,all,stopped
1092,31,c975cca2-4824-4c01-8526-5292bfd4bfc8,03:04:08,13:06:15,09:45:57,15:09:42,2024-01-16,2024-01-16,pending,all,stopped
1093,134,c975cca2-4824-4c01-8526-5292bfd4bfc8,06:08:34,22:11:07,13:08:14,17:16:38,2024-01-17,2024-01-17,pending,all,stopped
1094,163,c975cca2-4824-4c01-8526-5292bfd4bfc8,07:51:54,15:37:40,19:33:16,21:32:42,2024-01-18,2024-01-18,pending,all,stopped
1095,81,c975cca2-4824-4c01-8526-5292bfd4bfc8,02:59:47,10:49:49,02:27:51,09:05:33,2024-01-19,2024-01-19,pending,all,stopped
1096,138,c975cca2-4824-4c01-8526-5292bfd4bfc8,05:42:12,19:27:29,02:36:02,08:58:27,2024-01-20,2024-01-20,pending,all,stopped
1097,20,b9236de0-c547-4426-8da7-f543a9baa257,08:32:32,13:02:22,02:48:03,13:19:49,2023-11-05,2023-11-05,pending,all,stopped
1098,84,b9236de0-c547-4426-8da7-f543a9baa257,10:06:32,18:53:59,12:46:03,19:31:59,2023-11-06,2023-11-06,pending,all,stopped
1099,56,b9236de0-c547-4426-8da7-f543a9baa257,05:56:46,11:39:28,03:41:06,16:06:26,2023-11-07,2023-11-07,pending,all,stopped
1100,155,b9236de0-c547-4426-8da7-f543a9baa257,16:12:12,20:54:10,13:33:50,18:40:44,2023-11-08,2023-11-08,pending,all,stopped
1101,166,b9236de0-c547-4426-8da7-f543a9baa257,01:42:41,06:30:48,04:50:01,05:00:12,2023-11-09,2023-11-09,pending,all,stopped
1102,181,c7a1add6-e98f-42dd-8090-dd9abbfd52e8,06:52:44,13:54:57,03:15:41,17:02:54,2024-04-22,2024-04-22,pending,all,stopped
1103,120,c7a1add6-e98f-42dd-8090-dd9abbfd52e8,01:00:07,13:42:45,08:34:04,23:48:01,2024-04-23,2024-04-23,pending,all,stopped
1104,68,c7a1add6-e98f-42dd-8090-dd9abbfd52e8,18:31:38,20:06:42,01:15:41,13:24:47,2024-04-24,2024-04-24,pending,all,stopped
1105,197,c7a1add6-e98f-42dd-8090-dd9abbfd52e8,04:27:40,22:19:43,18:36:28,21:22:59,2024-04-25,2024-04-25,pending,all,stopped
1106,39,c7a1add6-e98f-42dd-8090-dd9abbfd52e8,01:52:26,13:32:43,12:52:24,23:15:59,2024-04-26,2024-04-26,pending,all,stopped
1107,21,7c9f9e72-9bfc-48d7-960d-a11314d7a89d,00:25:31,13:34:26,09:56:16,10:23:46,2024-02-29,2024-02-29,pending,all,stopped
1108,173,7c9f9e72-9bfc-48d7-960d-a11314d7a89d,15:37:09,16:19:57,05:34:17,17:05:53,2024-03-01,2024-03-01,pending,all,stopped
1109,110,7c9f9e72-9bfc-48d7-960d-a11314d7a89d,07:23:40,20:41:16,01:50:48,20:53:43,2024-03-02,2024-03-02,pending,all,stopped
1110,29,7c9f9e72-9bfc-48d7-960d-a11314d7a89d,19:31:23,20:48:48,17:31:01,22:50:24,2024-03-03,2024-03-03,pending,all,stopped
1111,117,7c9f9e72-9bfc-48d7-960d-a11314d7a89d,15:59:32,20:01:47,06:39:55,20:15:17,2024-03-04,2024-03-04,pending,all,stopped
1112,137,80e9ccce-b962-4dab-9315-47bb50e46a4e,12:23:00,21:47:33,05:13:36,23:53:58,2024-05-10,2024-05-10,pending,all,stopped
1113,16,80e9ccce-b962-4dab-9315-47bb50e46a4e,10:56:52,21:08:37,10:06:49,11:09:54,2024-05-11,2024-05-11,pending,all,stopped
1114,115,80e9ccce-b962-4dab-9315-47bb50e46a4e,01:36:37,11:52:25,03:58:36,16:55:53,2024-05-12,2024-05-12,pending,all,stopped
1115,169,80e9ccce-b962-4dab-9315-47bb50e46a4e,03:06:12,19:04:40,02:43:09,15:09:40,2024-05-13,2024-05-13,pending,all,stopped
1116,188,80e9ccce-b962-4dab-9315-47bb50e46a4e,01:23:01,12:11:23,13:06:23,13:38:21,2024-05-14,2024-05-14,pending,all,stopped
1117,94,99436e11-cb9b-4a72-8b16-e214203f0575,05:02:08,18:35:14,08:09:45,16:04:43,2024-09-04,2024-09-04,pending,all,stopped
1118,22,99436e11-cb9b-4a72-8b16-e214203f0575,12:53:43,14:13:32,08:05:44,12:10:53,2024-09-05,2024-09-05,pending,all,stopped
1119,34,99436e11-cb9b-4a72-8b16-e214203f0575,04:05:23,14:16:01,09:37:11,19:15:43,2024-09-06,2024-09-06,pending,all,stopped
1120,21,99436e11-cb9b-4a72-8b16-e214203f0575,04:03:51,23:50:36,03:26:23,08:05:20,2024-09-07,2024-09-07,pending,all,stopped
1121,30,99436e11-cb9b-4a72-8b16-e214203f0575,07:37:34,14:46:17,00:28:33,08:56:02,2024-09-08,2024-09-08,pending,all,stopped
1122,65,1f089d5e-49af-41fc-9f55-c0bd0d33ee47,09:31:37,11:53:35,10:10:50,17:45:29,2024-03-10,2024-03-10,pending,all,stopped
1123,147,1f089d5e-49af-41fc-9f55-c0bd0d33ee47,00:39:18,15:46:30,03:54:52,06:59:52,2024-03-11,2024-03-11,pending,all,stopped
1124,164,1f089d5e-49af-41fc-9f55-c0bd0d33ee47,02:51:35,03:00:22,00:25:17,04:28:38,2024-03-12,2024-03-12,pending,all,stopped
1125,41,1f089d5e-49af-41fc-9f55-c0bd0d33ee47,04:32:14,16:27:15,11:19:33,13:15:56,2024-03-13,2024-03-13,pending,all,stopped
1126,125,1f089d5e-49af-41fc-9f55-c0bd0d33ee47,08:06:57,19:42:36,08:10:29,14:20:09,2024-03-14,2024-03-14,pending,all,stopped
1127,24,e2ceb2c3-87d9-4719-96fc-dbaa8eaebad1,06:19:45,06:36:45,05:24:33,09:20:56,2024-06-18,2024-06-18,pending,all,stopped
1128,155,e2ceb2c3-87d9-4719-96fc-dbaa8eaebad1,06:30:21,12:59:14,03:12:55,13:28:53,2024-06-19,2024-06-19,pending,all,stopped
1129,107,e2ceb2c3-87d9-4719-96fc-dbaa8eaebad1,01:44:01,17:34:05,04:02:08,05:03:05,2024-06-20,2024-06-20,pending,all,stopped
1130,188,e2ceb2c3-87d9-4719-96fc-dbaa8eaebad1,04:13:41,15:26:54,01:55:59,09:22:34,2024-06-21,2024-06-21,pending,all,stopped
1131,130,e2ceb2c3-87d9-4719-96fc-dbaa8eaebad1,09:27:15,15:45:16,06:56:37,17:22:38,2024-06-22,2024-06-22,pending,all,stopped
1132,10,83657e3e-d810-47c3-b8ef-af712c274a76,00:25:25,12:28:47,06:19:55,15:20:16,2023-11-19,2023-11-19,pending,all,stopped
1133,30,83657e3e-d810-47c3-b8ef-af712c274a76,14:46:19,16:19:00,05:00:13,18:00:51,2023-11-20,2023-11-20,pending,all,stopped
1134,59,83657e3e-d810-47c3-b8ef-af712c274a76,02:49:13,03:36:21,18:01:56,18:35:47,2023-11-21,2023-11-21,pending,all,stopped
1135,158,83657e3e-d810-47c3-b8ef-af712c274a76,06:07:23,18:35:54,18:27:49,21:02:05,2023-11-22,2023-11-22,pending,all,stopped
1136,73,83657e3e-d810-47c3-b8ef-af712c274a76,09:53:31,22:33:45,17:33:20,19:17:07,2023-11-23,2023-11-23,pending,all,stopped
1137,106,ee5c2a68-8ace-4bac-8f74-40e6940afa0a,04:39:51,17:18:40,05:50:54,20:43:30,2023-11-28,2023-11-28,pending,all,stopped
1138,10,ee5c2a68-8ace-4bac-8f74-40e6940afa0a,05:29:34,11:46:44,12:31:07,16:39:28,2023-11-29,2023-11-29,pending,all,stopped
1139,169,ee5c2a68-8ace-4bac-8f74-40e6940afa0a,03:32:37,20:25:25,14:40:27,22:31:15,2023-11-30,2023-11-30,pending,all,stopped
1140,108,ee5c2a68-8ace-4bac-8f74-40e6940afa0a,00:33:07,18:31:13,12:47:21,13:04:29,2023-12-01,2023-12-01,pending,all,stopped
1141,70,ee5c2a68-8ace-4bac-8f74-40e6940afa0a,02:05:24,23:32:17,12:45:09,20:39:25,2023-12-02,2023-12-02,pending,all,stopped
1142,20,cfe035e4-0243-4b8a-9178-848f596ea696,06:27:43,15:53:27,07:03:18,23:45:14,2024-01-26,2024-01-26,pending,all,stopped
1143,11,cfe035e4-0243-4b8a-9178-848f596ea696,09:39:58,10:10:21,02:48:40,11:38:36,2024-01-27,2024-01-27,pending,all,stopped
1144,108,cfe035e4-0243-4b8a-9178-848f596ea696,03:47:01,12:12:48,05:56:35,14:56:30,2024-01-28,2024-01-28,pending,all,stopped
1145,151,cfe035e4-0243-4b8a-9178-848f596ea696,08:55:10,19:17:47,16:31:44,19:56:42,2024-01-29,2024-01-29,pending,all,stopped
1146,89,cfe035e4-0243-4b8a-9178-848f596ea696,06:02:42,07:41:39,09:22:43,13:53:59,2024-01-30,2024-01-30,pending,all,stopped
1147,35,0c2807c1-264c-4c24-a6e5-acb7284f8464,05:33:28,22:57:39,16:49:44,17:52:50,2024-04-30,2024-04-30,pending,all,stopped
1148,20,0c2807c1-264c-4c24-a6e5-acb7284f8464,11:40:44,16:20:32,16:12:57,22:32:40,2024-05-01,2024-05-01,pending,all,stopped
1149,119,0c2807c1-264c-4c24-a6e5-acb7284f8464,05:45:49,08:56:23,02:56:37,10:42:38,2024-05-02,2024-05-02,pending,all,stopped
1150,132,0c2807c1-264c-4c24-a6e5-acb7284f8464,02:41:24,18:42:28,14:33:39,18:30:00,2024-05-03,2024-05-03,pending,all,stopped
1151,87,0c2807c1-264c-4c24-a6e5-acb7284f8464,14:14:09,16:27:12,13:32:22,15:22:54,2024-05-04,2024-05-04,pending,all,stopped
1152,61,d93bd18a-60c8-4ddd-a8ae-e88dfeea06c8,01:52:40,06:49:12,02:04:37,15:41:49,2024-01-25,2024-01-25,pending,all,stopped
1153,121,d93bd18a-60c8-4ddd-a8ae-e88dfeea06c8,06:51:11,09:40:31,00:06:16,12:44:55,2024-01-26,2024-01-26,pending,all,stopped
1154,20,d93bd18a-60c8-4ddd-a8ae-e88dfeea06c8,00:06:15,07:45:29,16:57:41,17:05:38,2024-01-27,2024-01-27,pending,all,stopped
1155,138,d93bd18a-60c8-4ddd-a8ae-e88dfeea06c8,09:11:02,09:52:14,06:21:03,09:24:43,2024-01-28,2024-01-28,pending,all,stopped
1156,149,d93bd18a-60c8-4ddd-a8ae-e88dfeea06c8,05:51:12,18:20:40,14:16:17,19:32:27,2024-01-29,2024-01-29,pending,all,stopped
1157,163,50a26c67-3467-4f9c-b9d2-691776b2fcae,02:15:27,23:36:47,10:54:10,19:02:59,2024-04-03,2024-04-03,pending,all,stopped
1158,113,50a26c67-3467-4f9c-b9d2-691776b2fcae,11:15:07,19:11:28,09:01:00,20:41:03,2024-04-04,2024-04-04,pending,all,stopped
1159,135,50a26c67-3467-4f9c-b9d2-691776b2fcae,11:08:28,21:35:09,02:00:21,12:54:59,2024-04-05,2024-04-05,pending,all,stopped
1160,80,50a26c67-3467-4f9c-b9d2-691776b2fcae,00:18:46,09:57:16,18:34:14,19:40:41,2024-04-06,2024-04-06,pending,all,stopped
1161,146,50a26c67-3467-4f9c-b9d2-691776b2fcae,09:56:37,23:39:38,07:50:28,15:30:03,2024-04-07,2024-04-07,pending,all,stopped
1162,16,1ee4cd46-bae0-4909-b280-a28981e12113,01:13:37,13:37:13,00:01:47,15:18:29,2024-04-01,2024-04-01,pending,all,stopped
1163,44,1ee4cd46-bae0-4909-b280-a28981e12113,16:20:25,18:10:03,06:49:23,20:47:45,2024-04-02,2024-04-02,pending,all,stopped
1164,170,1ee4cd46-bae0-4909-b280-a28981e12113,08:18:39,23:26:51,04:22:38,21:15:43,2024-04-03,2024-04-03,pending,all,stopped
1165,96,1ee4cd46-bae0-4909-b280-a28981e12113,02:14:05,15:19:28,08:31:44,23:28:07,2024-04-04,2024-04-04,pending,all,stopped
1166,58,1ee4cd46-bae0-4909-b280-a28981e12113,02:18:02,23:12:02,06:49:11,11:16:03,2024-04-05,2024-04-05,pending,all,stopped
1167,154,5c3f88bb-cf5f-4a12-b0aa-14e47d43f254,06:44:21,14:21:40,07:50:42,13:52:19,2024-06-04,2024-06-04,pending,all,stopped
1168,93,5c3f88bb-cf5f-4a12-b0aa-14e47d43f254,10:07:34,22:48:11,01:40:56,18:42:54,2024-06-05,2024-06-05,pending,all,stopped
1169,5,5c3f88bb-cf5f-4a12-b0aa-14e47d43f254,03:24:54,10:07:17,08:07:30,08:10:56,2024-06-06,2024-06-06,pending,all,stopped
1170,124,5c3f88bb-cf5f-4a12-b0aa-14e47d43f254,02:40:55,23:02:08,14:08:48,18:33:57,2024-06-07,2024-06-07,pending,all,stopped
1171,73,5c3f88bb-cf5f-4a12-b0aa-14e47d43f254,04:48:49,09:46:43,01:44:28,02:47:27,2024-06-08,2024-06-08,pending,all,stopped
1172,52,e9c2be9e-da56-46bb-b157-30b5369a1d70,17:48:41,21:01:42,01:57:29,14:21:14,2024-07-27,2024-07-27,pending,all,stopped
1173,61,e9c2be9e-da56-46bb-b157-30b5369a1d70,11:40:46,19:03:05,06:17:52,12:16:46,2024-07-28,2024-07-28,pending,all,stopped
1174,167,e9c2be9e-da56-46bb-b157-30b5369a1d70,18:13:14,20:20:21,00:03:13,22:35:13,2024-07-29,2024-07-29,pending,all,stopped
1175,194,e9c2be9e-da56-46bb-b157-30b5369a1d70,16:51:50,20:14:26,09:22:59,21:15:11,2024-07-30,2024-07-30,pending,all,stopped
1176,176,e9c2be9e-da56-46bb-b157-30b5369a1d70,11:36:22,23:29:51,06:36:37,23:44:06,2024-07-31,2024-07-31,pending,all,stopped
1177,146,743ddb58-e0ab-4e3a-93b7-1f160b6a2dd6,10:30:50,11:14:21,07:54:20,09:59:33,2023-12-09,2023-12-09,pending,all,stopped
1178,151,743ddb58-e0ab-4e3a-93b7-1f160b6a2dd6,03:04:35,18:57:35,10:40:59,17:51:11,2023-12-10,2023-12-10,pending,all,stopped
1179,98,743ddb58-e0ab-4e3a-93b7-1f160b6a2dd6,18:12:15,21:00:42,13:16:52,13:22:41,2023-12-11,2023-12-11,pending,all,stopped
1180,109,743ddb58-e0ab-4e3a-93b7-1f160b6a2dd6,08:47:59,17:20:03,05:59:33,07:35:38,2023-12-12,2023-12-12,pending,all,stopped
1181,202,743ddb58-e0ab-4e3a-93b7-1f160b6a2dd6,03:09:34,05:19:55,15:35:12,22:18:44,2023-12-13,2023-12-13,pending,all,stopped
1182,141,b0103a76-24df-4cea-8e8d-3c8a6d777357,12:16:26,12:49:46,14:41:07,20:28:17,2024-03-08,2024-03-08,pending,all,stopped
1183,61,b0103a76-24df-4cea-8e8d-3c8a6d777357,06:17:13,11:51:10,13:25:21,19:50:21,2024-03-09,2024-03-09,pending,all,stopped
1184,166,b0103a76-24df-4cea-8e8d-3c8a6d777357,01:36:36,05:35:05,05:08:32,17:11:59,2024-03-10,2024-03-10,pending,all,stopped
1185,190,b0103a76-24df-4cea-8e8d-3c8a6d777357,04:12:18,14:53:00,00:53:12,20:17:12,2024-03-11,2024-03-11,pending,all,stopped
1186,13,b0103a76-24df-4cea-8e8d-3c8a6d777357,14:54:47,19:51:12,03:15:25,12:55:42,2024-03-12,2024-03-12,pending,all,stopped
1187,177,90b7d903-4711-4061-bb5e-4c211f265f02,01:30:37,03:00:48,00:52:38,11:18:42,2023-11-17,2023-11-17,pending,all,stopped
1188,174,90b7d903-4711-4061-bb5e-4c211f265f02,09:08:52,21:19:10,01:00:33,18:15:02,2023-11-18,2023-11-18,pending,all,stopped
1189,32,90b7d903-4711-4061-bb5e-4c211f265f02,02:46:21,04:55:06,10:23:17,23:51:30,2023-11-19,2023-11-19,pending,all,stopped
1190,169,90b7d903-4711-4061-bb5e-4c211f265f02,11:08:45,16:08:43,01:53:14,02:49:03,2023-11-20,2023-11-20,pending,all,stopped
1191,100,90b7d903-4711-4061-bb5e-4c211f265f02,06:16:15,09:09:16,03:55:16,23:46:49,2023-11-21,2023-11-21,pending,all,stopped
1192,141,97dbe8fc-3294-40a4-ba2c-c312ebaefcdf,01:33:57,20:31:39,05:41:35,18:12:32,2024-08-04,2024-08-04,pending,all,stopped
1193,30,97dbe8fc-3294-40a4-ba2c-c312ebaefcdf,09:21:00,23:38:23,07:41:06,22:04:33,2024-08-05,2024-08-05,pending,all,stopped
1194,61,97dbe8fc-3294-40a4-ba2c-c312ebaefcdf,05:37:40,17:05:37,11:00:20,22:50:38,2024-08-06,2024-08-06,pending,all,stopped
1195,58,97dbe8fc-3294-40a4-ba2c-c312ebaefcdf,03:44:59,20:33:16,10:47:16,12:42:29,2024-08-07,2024-08-07,pending,all,stopped
1196,71,97dbe8fc-3294-40a4-ba2c-c312ebaefcdf,00:08:17,12:16:07,12:35:17,22:15:36,2024-08-08,2024-08-08,pending,all,stopped
1197,175,007be098-1ca9-4cd8-81a7-05f57b32ca8d,09:27:59,14:23:52,00:06:57,07:17:12,2024-05-08,2024-05-08,pending,all,stopped
1198,38,007be098-1ca9-4cd8-81a7-05f57b32ca8d,01:01:44,03:55:43,03:03:27,08:24:51,2024-05-09,2024-05-09,pending,all,stopped
1199,190,007be098-1ca9-4cd8-81a7-05f57b32ca8d,00:06:36,18:48:16,02:21:39,15:55:10,2024-05-10,2024-05-10,pending,all,stopped
1200,59,007be098-1ca9-4cd8-81a7-05f57b32ca8d,10:34:24,14:19:20,03:57:35,14:40:48,2024-05-11,2024-05-11,pending,all,stopped
1201,186,007be098-1ca9-4cd8-81a7-05f57b32ca8d,10:01:16,10:01:49,08:22:48,23:17:05,2024-05-12,2024-05-12,pending,all,stopped
1202,54,027a8784-7db3-4e07-817a-5a838f4da5bb,07:14:54,07:32:46,01:36:25,19:42:51,2024-05-13,2024-05-13,pending,all,stopped
1203,103,027a8784-7db3-4e07-817a-5a838f4da5bb,10:55:51,11:41:48,03:41:30,03:59:05,2024-05-14,2024-05-14,pending,all,stopped
1204,110,027a8784-7db3-4e07-817a-5a838f4da5bb,13:31:10,15:35:44,06:07:48,08:59:35,2024-05-15,2024-05-15,pending,all,stopped
1205,37,027a8784-7db3-4e07-817a-5a838f4da5bb,13:51:33,22:33:56,08:02:23,17:33:46,2024-05-16,2024-05-16,pending,all,stopped
1206,81,027a8784-7db3-4e07-817a-5a838f4da5bb,02:45:28,11:13:17,00:51:43,20:22:35,2024-05-17,2024-05-17,pending,all,stopped
1207,113,e20051ce-d127-4351-ad17-13d629699b23,03:11:14,04:14:25,02:37:43,13:15:24,2024-04-11,2024-04-11,pending,all,stopped
1208,60,e20051ce-d127-4351-ad17-13d629699b23,01:28:34,04:46:24,04:36:33,23:51:12,2024-04-12,2024-04-12,pending,all,stopped
1209,81,e20051ce-d127-4351-ad17-13d629699b23,03:47:19,04:09:12,05:02:37,09:06:12,2024-04-13,2024-04-13,pending,all,stopped
1210,101,e20051ce-d127-4351-ad17-13d629699b23,04:11:06,23:36:48,07:58:13,14:41:00,2024-04-14,2024-04-14,pending,all,stopped
1211,86,e20051ce-d127-4351-ad17-13d629699b23,00:55:27,07:47:24,08:19:19,22:40:17,2024-04-15,2024-04-15,pending,all,stopped
1212,165,29dbca41-9c09-44aa-8cff-be87a7e200a3,17:21:32,23:49:22,07:00:48,12:14:07,2023-12-18,2023-12-18,pending,all,stopped
1213,30,29dbca41-9c09-44aa-8cff-be87a7e200a3,11:34:11,13:00:36,18:37:52,22:06:31,2023-12-19,2023-12-19,pending,all,stopped
1214,63,29dbca41-9c09-44aa-8cff-be87a7e200a3,04:10:50,20:15:30,07:12:03,17:24:07,2023-12-20,2023-12-20,pending,all,stopped
1215,89,29dbca41-9c09-44aa-8cff-be87a7e200a3,13:05:41,17:12:32,02:16:11,16:55:20,2023-12-21,2023-12-21,pending,all,stopped
1216,30,29dbca41-9c09-44aa-8cff-be87a7e200a3,11:50:48,18:35:55,06:24:24,14:36:59,2023-12-22,2023-12-22,pending,all,stopped
1217,175,0f4020c0-4f9e-4145-8934-177635ee80d2,01:47:34,05:28:46,07:44:36,21:14:54,2024-05-26,2024-05-26,pending,all,stopped
1218,202,0f4020c0-4f9e-4145-8934-177635ee80d2,14:38:31,19:21:41,04:37:02,12:18:18,2024-05-27,2024-05-27,pending,all,stopped
1219,148,0f4020c0-4f9e-4145-8934-177635ee80d2,11:33:09,16:06:22,00:13:48,22:50:42,2024-05-28,2024-05-28,pending,all,stopped
1220,162,0f4020c0-4f9e-4145-8934-177635ee80d2,16:49:44,21:17:49,13:47:09,23:49:38,2024-05-29,2024-05-29,pending,all,stopped
1221,62,0f4020c0-4f9e-4145-8934-177635ee80d2,03:03:37,21:12:05,02:36:37,14:34:34,2024-05-30,2024-05-30,pending,all,stopped
1222,112,248fb614-d244-4e9c-91be-c950ab49ff72,00:02:42,13:38:35,08:14:13,17:28:56,2024-10-05,2024-10-05,pending,all,stopped
1223,167,248fb614-d244-4e9c-91be-c950ab49ff72,02:41:17,22:09:00,16:45:05,23:39:37,2024-10-06,2024-10-06,pending,all,stopped
1224,174,248fb614-d244-4e9c-91be-c950ab49ff72,07:08:30,16:44:34,03:46:46,17:23:14,2024-10-07,2024-10-07,pending,all,stopped
1225,138,248fb614-d244-4e9c-91be-c950ab49ff72,02:48:53,03:27:51,00:41:54,04:20:56,2024-10-08,2024-10-08,pending,all,stopped
1226,22,248fb614-d244-4e9c-91be-c950ab49ff72,04:34:08,14:22:58,10:06:43,22:41:50,2024-10-09,2024-10-09,pending,all,stopped
1227,3,fae0d379-ebe9-477b-b561-0b4884c711b1,02:50:48,06:32:08,11:36:22,15:29:35,2023-11-12,2023-11-12,pending,all,stopped
1228,72,fae0d379-ebe9-477b-b561-0b4884c711b1,06:27:20,11:08:27,02:03:35,19:16:44,2023-11-13,2023-11-13,pending,all,stopped
1229,88,fae0d379-ebe9-477b-b561-0b4884c711b1,04:42:17,10:36:08,01:07:29,19:43:46,2023-11-14,2023-11-14,pending,all,stopped
1230,60,fae0d379-ebe9-477b-b561-0b4884c711b1,06:27:39,21:06:09,18:05:37,23:32:57,2023-11-15,2023-11-15,pending,all,stopped
1231,140,fae0d379-ebe9-477b-b561-0b4884c711b1,10:06:23,13:47:09,15:31:10,21:31:11,2023-11-16,2023-11-16,pending,all,stopped
1232,191,54bd259c-4065-45f9-8d6f-e5699c90b870,01:34:26,18:14:40,03:26:19,09:02:22,2024-07-17,2024-07-17,pending,all,stopped
1233,58,54bd259c-4065-45f9-8d6f-e5699c90b870,03:40:17,04:42:31,18:56:35,20:25:52,2024-07-18,2024-07-18,pending,all,stopped
