id,company_id,Brand,number_bus,number_passenger,status,purchase_date,purchase_price,lifespan_years,bus_consumption,fuel_consumption
a49b9e1d-5211-4823-81ae-9bab0fadf5e9,b7d22008-1a17-452d-a360-de5bbdbd773f,Larson PLC,D75458,30,available,2023-06-19,52406,5,6,10
51369e51-fba1-4d76-80ae-a7f687520ee5,b7d22008-1a17-452d-a360-de5bbdbd773f,Moss-Landry,Y87464,30,available,2023-06-12,28779,7,9,10
2610771c-f935-4ca7-b4a6-aaf62e46f2ae,b7d22008-1a17-452d-a360-de5bbdbd773f,"Ayala, Benson and Vargas",S91107,30,available,2023-09-30,60589,10,9,7
6e6d90d7-4306-46ac-aa39-06e72db99dbd,b7d22008-1a17-452d-a360-de5bbdbd773f,Baker-Singh,X02385,30,available,2021-07-16,82189,7,6,8
a91c7db7-cff1-4656-ab30-940623951cae,b7d22008-1a17-452d-a360-de5bbdbd773f,Miller-Carrillo,Z35102,30,available,2020-11-22,34047,10,6,9
c56ce1b9-389d-4a09-9ebb-dd42e8d2fe6e,b7d22008-1a17-452d-a360-de5bbdbd773f,"Gonzalez, Porter and Fernandez",Y94804,30,available,2021-10-17,80556,9,8,9
8c8cfb38-c2f3-4bd1-80b5-dc4b9c6bedc7,b7d22008-1a17-452d-a360-de5bbdbd773f,Hicks PLC,S27932,30,available,2021-01-04,45700,6,8,6
1337bd9c-3f45-41ce-9d40-6401ab5f2a89,b7d22008-1a17-452d-a360-de5bbdbd773f,Sullivan PLC,L70888,30,available,2022-05-04,72480,6,7,5
1fe5d215-a1f8-471a-92e0-9add9e40989c,b7d22008-1a17-452d-a360-de5bbdbd773f,"Simon, Clark and Scott",C96931,30,available,2020-03-21,21610,8,5,6
5240284f-5b54-4de6-82fb-a33fc7a1dff0,b7d22008-1a17-452d-a360-de5bbdbd773f,Rodriguez LLC,F27110,30,available,2020-07-14,47896,8,7,6
ffc70c8f-7a0f-425b-9596-882f66d33a6f,b7d22008-1a17-452d-a360-de5bbdbd773f,Hernandez LLC,T08694,30,available,2023-11-27,16363,10,10,10
0f5cdd68-d76c-4588-96d1-8d4eb30221a5,b7d22008-1a17-452d-a360-de5bbdbd773f,"Morgan, Juarez and Rodriguez",C05047,30,available,2021-02-19,62779,6,6,10
4e0714cd-de96-4438-80f2-748da4e2da58,b7d22008-1a17-452d-a360-de5bbdbd773f,Avila PLC,F28124,30,available,2024-07-06,93722,8,10,9
017bda4d-ad25-44c7-ba1c-6db955344d56,b7d22008-1a17-452d-a360-de5bbdbd773f,Jackson Ltd,Z44242,30,available,2024-02-26,52316,6,6,10
ceef16f4-33fa-4a1d-b4f3-2728d83b8afb,b7d22008-1a17-452d-a360-de5bbdbd773f,Beasley-Ochoa,J95026,30,available,2022-11-25,80089,6,7,10
161fd818-34c5-4b04-98df-c7e96d468866,b7d22008-1a17-452d-a360-de5bbdbd773f,Curtis-Smith,M47932,30,available,2023-02-08,17803,7,6,7
fc9543ca-be5e-41d1-91b3-771af4db37e3,b7d22008-1a17-452d-a360-de5bbdbd773f,"Parks, Dunn and Butler",J94682,30,available,2024-09-21,31193,5,7,8
8c2adb94-2eaf-45dc-9cab-0965b8e2792e,b7d22008-1a17-452d-a360-de5bbdbd773f,Green-Yates,S97345,30,available,2020-09-17,85947,5,8,8
33d0ff9e-92d9-4ee3-8352-5332c514307c,b7d22008-1a17-452d-a360-de5bbdbd773f,Williams Group,H17287,30,available,2020-07-25,37597,8,7,10
0dd573d1-f1af-4803-aba2-f44a94e8e8a3,b7d22008-1a17-452d-a360-de5bbdbd773f,Zuniga-Smith,P94092,30,available,2024-07-31,18774,5,8,9
e0c0b2c6-58c6-482a-b3df-a4bc38bb4ee9,b7d22008-1a17-452d-a360-de5bbdbd773f,"Brown, Nicholson and Wilkerson",T95610,30,available,2022-11-03,60371,7,7,7
30c74edd-8cd6-4643-9049-1d0b5a458fc6,b7d22008-1a17-452d-a360-de5bbdbd773f,Adams and Sons,F39735,30,available,2022-04-07,15926,9,6,8
0d4f12c3-f2a7-4592-a85e-179f6090185d,b7d22008-1a17-452d-a360-de5bbdbd773f,"Gutierrez, Berry and Smith",D44932,30,available,2024-07-16,20796,7,5,9
5352b403-d7a8-4d93-b2e5-589b3d2f5ae4,b7d22008-1a17-452d-a360-de5bbdbd773f,Martin-Lara,F53053,30,available,2023-03-30,40868,5,5,6
66e1508f-0c8b-4ffc-bc36-ff6c44485eaa,b7d22008-1a17-452d-a360-de5bbdbd773f,Sharp-English,M12567,30,available,2023-10-08,52992,10,9,10
fabcc0ab-cf20-4317-b6db-23bac4fb9651,b7d22008-1a17-452d-a360-de5bbdbd773f,Brooks PLC,C64456,30,available,2021-02-10,75439,5,7,5
d2051a1e-51e5-4f31-bee3-55725363f1ae,b7d22008-1a17-452d-a360-de5bbdbd773f,"Thompson, Garcia and Young",K17883,30,available,2023-04-20,80276,5,6,6
b1cd27e2-4449-46ea-bbae-c6792bcb5011,b7d22008-1a17-452d-a360-de5bbdbd773f,"Rivera, Kim and Perkins",H30377,30,available,2020-02-22,64106,9,8,7
b31fbb74-4e26-48ff-874b-56798b248d60,b7d22008-1a17-452d-a360-de5bbdbd773f,"Hampton, Yates and Rodriguez",C58434,30,available,2022-12-23,42648,5,8,8
8b3744b4-478a-4e5f-9ea7-a055aa196687,b7d22008-1a17-452d-a360-de5bbdbd773f,Khan-Smith,P56042,30,available,2024-02-25,10599,7,5,7
1819ddf8-ea89-4599-8ec9-2c2873fe97ba,b7d22008-1a17-452d-a360-de5bbdbd773f,Phillips Ltd,D01502,30,available,2024-04-24,17363,10,5,6
569b191e-b1d3-4805-aa70-d7b9f0dd7bcf,b7d22008-1a17-452d-a360-de5bbdbd773f,Reese PLC,D14097,30,available,2021-11-19,62051,9,9,6
d48afacd-e7aa-445e-b22e-a753f2e64beb,b7d22008-1a17-452d-a360-de5bbdbd773f,"White, Leonard and Watson",B08377,30,available,2019-11-13,72378,8,9,10
3c7ec986-1074-461a-825b-588836acb8e8,b7d22008-1a17-452d-a360-de5bbdbd773f,Morales PLC,X36236,30,available,2021-01-18,31420,6,5,5
83e6591b-1528-4899-abc7-fa410dabfb8b,b7d22008-1a17-452d-a360-de5bbdbd773f,Washington-Hickman,Z58234,30,available,2021-03-22,99556,6,6,8
22c8dbea-a39a-494e-9de6-00ecb0dcb84a,b7d22008-1a17-452d-a360-de5bbdbd773f,Brown-Archer,B82557,30,available,2023-03-08,23140,10,8,7
eccfe011-7cfb-4120-88e3-0c5584fbd9f5,b7d22008-1a17-452d-a360-de5bbdbd773f,Atkins Inc,B20809,30,available,2022-07-12,52656,8,10,9
20f7ae03-8a9a-4e75-9425-41af00fe7687,b7d22008-1a17-452d-a360-de5bbdbd773f,"Page, Davis and Williams",M34511,30,available,2020-09-15,19408,6,10,9
5d0dca78-540e-409e-a372-4079512cf0f3,b7d22008-1a17-452d-a360-de5bbdbd773f,"Hendrix, Jimenez and Campbell",H72696,30,available,2021-11-28,76105,9,6,8
f62fedd6-3070-49c5-a859-a6e01c82f85d,b7d22008-1a17-452d-a360-de5bbdbd773f,Buchanan-Cruz,A68601,30,available,2024-01-15,57595,5,9,10
0e6a38fd-3e0c-4301-a87a-9eac3f879290,b7d22008-1a17-452d-a360-de5bbdbd773f,Miller-Burns,Q38785,30,available,2021-07-05,10853,9,5,7
df9b9531-80cf-40f8-9cf8-1c302dfe91a8,b7d22008-1a17-452d-a360-de5bbdbd773f,Lopez LLC,R68214,30,available,2024-02-18,14881,8,9,6
b57824ca-c775-44fc-890b-879095f49631,b7d22008-1a17-452d-a360-de5bbdbd773f,"Figueroa, Cantu and Newman",P03219,30,available,2023-02-27,52338,8,7,9
530960e1-4e97-41a9-a714-0033e631066f,b7d22008-1a17-452d-a360-de5bbdbd773f,"Guerra, Henderson and Owens",N84098,30,available,2024-09-13,59894,8,7,9
cee6c035-8461-47f5-ae99-f76de4fb7c70,b7d22008-1a17-452d-a360-de5bbdbd773f,Walker-Dickerson,T93753,30,available,2024-07-28,98273,10,10,5
46e90408-e03e-44fe-b495-a38cc827be10,b7d22008-1a17-452d-a360-de5bbdbd773f,"Bridges, Shannon and Terry",U92170,30,available,2023-12-04,79190,6,5,6
a9e6e062-6852-4a98-8522-3c6775a9b1f6,b7d22008-1a17-452d-a360-de5bbdbd773f,Gutierrez-Quinn,O70790,30,available,2020-05-26,17113,8,8,7
9dc3a5a9-7870-4462-a879-f6a3901d82df,b7d22008-1a17-452d-a360-de5bbdbd773f,"Patel, Patrick and Hernandez",O20131,30,available,2022-02-17,38350,10,10,7
f48e1a20-f440-4304-a2ac-f7239034e95a,b7d22008-1a17-452d-a360-de5bbdbd773f,Mendez LLC,K56981,30,available,2022-12-07,36596,7,5,6
7e8b9504-ea41-4c30-b055-431804cb1ac2,b7d22008-1a17-452d-a360-de5bbdbd773f,Klein LLC,E18105,30,available,2021-04-23,38144,7,5,7
2386d986-ad93-41ec-893e-117f5fc873c9,b7d22008-1a17-452d-a360-de5bbdbd773f,Griffith-Jordan,N46562,30,available,2023-11-29,46746,10,6,9
98aa45d7-98c3-461c-975a-b747dba733e2,b7d22008-1a17-452d-a360-de5bbdbd773f,"Martin, Brown and Higgins",Y47774,30,available,2024-06-30,83529,10,7,7
00abcc03-dc26-4829-b31f-7b189e50ed1d,b7d22008-1a17-452d-a360-de5bbdbd773f,Hill PLC,U64200,30,available,2024-03-30,91773,9,10,5
73afdd92-9f55-49ff-9c1b-b65947fed6b9,b7d22008-1a17-452d-a360-de5bbdbd773f,"Rogers, Brown and Smith",D77127,30,available,2023-09-14,90304,10,9,5
bac836bc-4f23-492d-adaa-0658688d5450,b7d22008-1a17-452d-a360-de5bbdbd773f,Gilbert-Ortiz,F18047,30,available,2024-08-08,33993,6,5,6
da344d3b-1eb3-4b1d-813c-dbf5ca0de5cc,b7d22008-1a17-452d-a360-de5bbdbd773f,Harris-Lyons,Q08572,30,available,2022-02-27,61692,8,6,5
31a23870-c087-4fec-af68-d4d9de1dc0e2,b7d22008-1a17-452d-a360-de5bbdbd773f,Soto LLC,Z81052,30,available,2023-01-22,12975,7,5,6
3b661efb-5098-47a0-b51c-6fc99b0baba6,b7d22008-1a17-452d-a360-de5bbdbd773f,"Anderson, Stark and Stout",C40047,30,available,2021-11-05,32359,8,9,7
91135853-1c60-4632-a342-020b3e35772e,b7d22008-1a17-452d-a360-de5bbdbd773f,Sanchez-Ross,U73386,30,available,2020-03-17,76083,7,5,7
4fe1d7ee-f646-4093-8885-c6c6604e3e19,b7d22008-1a17-452d-a360-de5bbdbd773f,"Travis, Galloway and Navarro",I78454,30,available,2022-07-28,14028,10,7,9
b7ac969e-ba22-49f9-b8cb-9fd9ca0519f7,b7d22008-1a17-452d-a360-de5bbdbd773f,"Thompson, Johnson and Warren",P70775,30,available,2023-01-02,56944,6,6,6
d6192a68-4291-4e91-bab5-787d06f77acb,b7d22008-1a17-452d-a360-de5bbdbd773f,Ellison LLC,X34316,30,available,2024-04-26,83587,9,6,10
cb043831-a7bb-4204-a982-26708295f3db,b7d22008-1a17-452d-a360-de5bbdbd773f,Miller and Sons,B83591,30,available,2022-07-23,22355,6,5,9
383dfbe8-ad83-4ab3-9346-cefb4304f2c3,b7d22008-1a17-452d-a360-de5bbdbd773f,"Adams, Vincent and Smith",H67318,30,available,2023-10-14,58042,7,7,5
f3917435-13e4-4270-9b24-9c0260c3f174,b7d22008-1a17-452d-a360-de5bbdbd773f,Pacheco Inc,A79012,30,available,2022-05-03,18740,5,6,7
161a18af-8f19-471b-b46f-aab11959a9eb,b7d22008-1a17-452d-a360-de5bbdbd773f,Collins-Lee,Z98359,30,available,2022-05-30,91277,8,6,5
b36ce692-8630-470a-b7d0-3bf8ec171d68,b7d22008-1a17-452d-a360-de5bbdbd773f,Thompson LLC,J45157,30,available,2024-05-17,28967,8,5,8
c7bc152f-be86-466a-bcee-c417edd47e14,b7d22008-1a17-452d-a360-de5bbdbd773f,Robinson and Sons,S08444,30,available,2023-10-08,58736,10,8,9
06382a8d-953b-4749-9b1d-e76e9c8586eb,b7d22008-1a17-452d-a360-de5bbdbd773f,"Wheeler, Hickman and Wilson",W95493,30,available,2020-08-02,83710,5,9,5
8aaf506e-0636-4ee4-af54-32e2c9c1cd3d,b7d22008-1a17-452d-a360-de5bbdbd773f,Lee-Alvarez,I70600,30,available,2020-10-17,77082,7,10,5
a57d7f12-6f2b-4ed1-99fc-e42650b020e7,b7d22008-1a17-452d-a360-de5bbdbd773f,Jordan-Bartlett,Q81759,30,available,2023-01-04,42060,8,7,10
8c3b4387-735b-401d-8ba6-f4f527cb21a4,b7d22008-1a17-452d-a360-de5bbdbd773f,Cannon-Watts,Q62352,30,available,2021-07-28,67737,9,5,9
97f0c7e5-6661-4a3a-9721-dee6924b5743,b7d22008-1a17-452d-a360-de5bbdbd773f,"Spencer, Robinson and Savage",E33059,30,available,2020-12-21,15058,9,9,9
8e2c036b-de4e-4a8b-9e1a-eb319ac4140c,b7d22008-1a17-452d-a360-de5bbdbd773f,Carter PLC,X18756,30,available,2024-03-22,76057,9,9,8
19abe7ce-0f78-45b7-8286-ee68f78283cd,b7d22008-1a17-452d-a360-de5bbdbd773f,Farrell Group,U03391,30,available,2024-02-12,99000,9,6,9
3956a34d-3e66-4a50-bf27-a338c83b9819,b7d22008-1a17-452d-a360-de5bbdbd773f,Johnson-Caldwell,I47853,30,available,2021-12-14,70786,6,9,10
49d04f91-c87a-4238-a4a2-1504aa73a097,b7d22008-1a17-452d-a360-de5bbdbd773f,"Coffey, Robinson and Singleton",B68021,30,available,2022-07-13,49673,5,8,6
9e6dd682-c993-4a72-bea7-ce6e9ff845d7,b7d22008-1a17-452d-a360-de5bbdbd773f,Alvarado PLC,Q19606,30,available,2024-05-23,84736,5,6,6
3fadad33-e37c-4fbe-8751-d7430ab443c2,b7d22008-1a17-452d-a360-de5bbdbd773f,Smith-May,B93229,30,available,2023-09-22,85584,5,5,8
8fd71cd5-7244-463b-bded-67192b273cc4,b7d22008-1a17-452d-a360-de5bbdbd773f,"Wilson, Alvarez and Schwartz",T22522,30,available,2023-10-29,79040,6,7,5
22965eb4-96c2-49fe-8176-68d23422b633,b7d22008-1a17-452d-a360-de5bbdbd773f,Mooney LLC,N33441,30,available,2021-03-06,89203,9,6,8
6569013c-de26-4224-bd24-03d26edd6c1b,b7d22008-1a17-452d-a360-de5bbdbd773f,"Williams, Webb and Williams",Z23647,30,available,2021-11-04,11197,5,10,10
baaa5c50-e364-4c67-92eb-46ab4f3a17ed,b7d22008-1a17-452d-a360-de5bbdbd773f,"Hernandez, Fisher and Bright",C29525,30,available,2022-01-24,63268,5,7,8
c17b147f-5c11-4db7-97e7-b7da1a7f78ba,b7d22008-1a17-452d-a360-de5bbdbd773f,Hill-Hood,B35365,30,available,2022-12-08,93076,7,8,8
fc88897e-9351-46e8-9855-e04f4faf8c7b,b7d22008-1a17-452d-a360-de5bbdbd773f,"Delgado, Ortiz and Calderon",N60250,30,available,2022-09-01,46443,5,6,8
8192a2e2-be57-492e-a2f9-21248c750723,b7d22008-1a17-452d-a360-de5bbdbd773f,Harvey-Cooper,J89936,30,available,2021-12-30,24051,9,10,8
84751240-742e-4234-879f-08049c065993,b7d22008-1a17-452d-a360-de5bbdbd773f,Turner PLC,D14088,30,available,2024-01-23,16689,10,6,8
4afa2b90-8873-4a02-8e8c-526fa18795f0,b7d22008-1a17-452d-a360-de5bbdbd773f,Hess-Deleon,B76544,30,available,2022-08-24,87175,7,7,7
ad2bd9ca-29c7-4fa2-be74-2364502986e2,b7d22008-1a17-452d-a360-de5bbdbd773f,Cabrera-Sherman,C18788,30,available,2023-07-18,27076,10,7,10
4b5c37df-1cc1-46a6-8aaa-669958c60f22,b7d22008-1a17-452d-a360-de5bbdbd773f,Woods Ltd,K65709,30,available,2024-02-03,71004,10,5,5
017616f5-0ee5-4508-86ba-c0f3e6f1c862,b7d22008-1a17-452d-a360-de5bbdbd773f,"Armstrong, Burns and Tate",A57986,30,available,2022-02-16,34653,8,8,10
2ce6c55c-3822-4465-b36e-7dbcd90330e7,b7d22008-1a17-452d-a360-de5bbdbd773f,"Bell, Brooks and Wallace",Y55133,30,available,2020-01-11,69382,6,5,5
28458b23-f179-4ccb-a595-8b5f4dc824bd,b7d22008-1a17-452d-a360-de5bbdbd773f,Schmidt and Sons,G64647,30,available,2024-08-29,75011,6,7,9
c60a5e72-4c0e-4b0d-b18d-64e8ee0e098d,b7d22008-1a17-452d-a360-de5bbdbd773f,Lewis PLC,E42982,30,available,2020-04-25,44339,7,5,8
76df995d-25ea-4c45-b62f-c8a26e153a47,b7d22008-1a17-452d-a360-de5bbdbd773f,Byrd-Hill,O34030,30,available,2024-09-26,59497,10,8,7
e972eedd-29da-4def-b3d1-fe24afe9edc9,b7d22008-1a17-452d-a360-de5bbdbd773f,"Sharp, Lewis and Vega",K93669,30,available,2021-04-12,98978,6,8,7
5e8c99e7-6305-4527-a679-e3dbadd2d7be,b7d22008-1a17-452d-a360-de5bbdbd773f,"Scott, Lewis and Hughes",A35444,30,available,2024-01-12,99510,8,10,6
774dbd2b-9020-4142-b4df-ef000d102033,b7d22008-1a17-452d-a360-de5bbdbd773f,"Bowers, Joseph and Gonzalez",B47278,30,available,2023-03-23,52195,5,10,7
80ad23b8-c1ee-40aa-bd7b-030147d671dc,b7d22008-1a17-452d-a360-de5bbdbd773f,Lee Ltd,I10399,30,available,2022-02-17,57012,10,8,10
eb179ad5-85a0-4ef7-ace1-474fb96334f0,b7d22008-1a17-452d-a360-de5bbdbd773f,Burns-Palmer,U03689,30,available,2021-05-27,41067,7,10,6
6084a1e4-b83b-4239-9390-4798e5c86455,b7d22008-1a17-452d-a360-de5bbdbd773f,Ryan-Hoffman,W01487,30,available,2024-03-13,23887,10,8,10
e20f90fb-470a-47a6-9fe6-95c9a8e8fbe8,b7d22008-1a17-452d-a360-de5bbdbd773f,"Thomas, Price and Hess",V10515,30,available,2021-10-29,50624,7,6,5
7bee76a1-0574-478d-941d-52f0553193cb,b7d22008-1a17-452d-a360-de5bbdbd773f,Hanson LLC,U20914,30,available,2023-10-24,29159,5,9,6
e6c28ce7-7fb0-4198-9c71-5f33ef673e74,b7d22008-1a17-452d-a360-de5bbdbd773f,Velasquez PLC,Z07604,30,available,2023-05-13,18391,9,5,5
af2f302b-317c-42e1-ae09-d00ac1809efd,b7d22008-1a17-452d-a360-de5bbdbd773f,"Montgomery, Dixon and Bradley",K35035,30,available,2021-12-10,10277,10,7,7
4e6f6fd3-7f55-47b0-87f2-b86da080183b,b7d22008-1a17-452d-a360-de5bbdbd773f,Herrera Group,V49987,30,available,2020-07-21,69783,5,6,6
d8ec4a89-0696-432a-ac9f-9878d9cf13db,b7d22008-1a17-452d-a360-de5bbdbd773f,"Perry, Caldwell and Michael",J25345,30,available,2020-08-02,55486,6,8,5
743d7b4d-f041-46e3-9f08-dd81782c82cc,b7d22008-1a17-452d-a360-de5bbdbd773f,Scott LLC,W36061,30,available,2022-06-16,84102,5,8,9
23e3d958-ce06-4262-b927-19b3f2c5f722,b7d22008-1a17-452d-a360-de5bbdbd773f,"Odonnell, Mccormick and Ryan",F10943,30,available,2023-08-01,72074,7,7,6
a936b0c6-f5d5-49db-9dc4-1ade65282fd0,b7d22008-1a17-452d-a360-de5bbdbd773f,"Stephenson, Robinson and Livingston",V41980,30,available,2021-05-16,92614,5,9,9
c537621e-1884-4d16-8437-fa29295b44ae,b7d22008-1a17-452d-a360-de5bbdbd773f,"Crawford, Osborn and Joseph",I62266,30,available,2020-07-08,63884,10,8,5
e1aa9674-67cb-4004-b126-2a227d043932,b7d22008-1a17-452d-a360-de5bbdbd773f,"Bowen, Brown and Luna",U31491,30,available,2020-11-26,95746,7,9,7
5b6814c0-d6a7-4235-a7d1-0bd4175239ff,b7d22008-1a17-452d-a360-de5bbdbd773f,"Smith, Brown and Martin",G68099,30,available,2020-02-01,44749,10,7,7
f3b56c1c-344f-4f6a-8568-607b5cbf5333,b7d22008-1a17-452d-a360-de5bbdbd773f,Armstrong Group,U39621,30,available,2024-03-22,32331,7,6,5
41933ac9-d855-4ba6-84cb-8100b920ca3a,b7d22008-1a17-452d-a360-de5bbdbd773f,Finley-Olson,E10299,30,available,2020-09-07,81238,6,9,5
505a3e03-9885-4392-bec2-c6cf1c5b8745,b7d22008-1a17-452d-a360-de5bbdbd773f,Roberts and Sons,H11895,30,available,2019-11-21,19445,10,5,7
57a796c2-0d5d-4c68-bc61-355b7ab36b95,b7d22008-1a17-452d-a360-de5bbdbd773f,Davis-Miller,J10019,30,available,2023-11-26,94803,5,9,7
c375457a-29b6-42f4-9e31-27af602b7ff6,b7d22008-1a17-452d-a360-de5bbdbd773f,"Estrada, Snow and Bradley",B15170,30,available,2021-06-25,27665,8,7,8
29c68ad1-b241-4328-946d-a7be4c67d16c,b7d22008-1a17-452d-a360-de5bbdbd773f,Jefferson-Yates,X14720,30,available,2021-07-11,10777,8,10,9
2c0ff2ef-1010-4bb6-af3e-99688e162415,b7d22008-1a17-452d-a360-de5bbdbd773f,Thomas-Miller,V39482,30,available,2023-01-05,29387,10,7,7
ffee5dc5-5b69-4536-a6e9-77407e617da8,b7d22008-1a17-452d-a360-de5bbdbd773f,Avery PLC,Q33230,30,available,2020-01-26,16530,7,5,10
aa35fb48-64ff-473f-baee-d747834e319e,b7d22008-1a17-452d-a360-de5bbdbd773f,Dominguez-Everett,I15163,30,available,2021-12-30,30082,5,10,8
7cc33215-cab0-4bed-a021-b653b79614f1,b7d22008-1a17-452d-a360-de5bbdbd773f,Carrillo-Green,N39302,30,available,2021-10-04,82456,7,8,7
d995c232-0de1-4ec3-9027-e92da710dbc9,b7d22008-1a17-452d-a360-de5bbdbd773f,Austin PLC,D54851,30,available,2021-04-23,11451,8,10,5
3feed485-6369-4ae6-b809-9a23f3e2daa8,b7d22008-1a17-452d-a360-de5bbdbd773f,Mckinney Ltd,H87640,30,available,2023-08-06,91889,6,8,6
4e888446-c79b-4476-9728-78cb9008b6b9,b7d22008-1a17-452d-a360-de5bbdbd773f,Davenport-Vega,A35835,30,available,2022-08-11,99522,6,10,10
33ac620b-d2c5-4cc1-84f4-4f0ede7f48a3,b7d22008-1a17-452d-a360-de5bbdbd773f,Cortez LLC,P31839,30,available,2020-05-08,84068,9,6,9
544e7484-fd24-419e-9429-01ea8c989e8f,b7d22008-1a17-452d-a360-de5bbdbd773f,Combs Ltd,Y56084,30,available,2024-01-01,31926,7,10,7
d6d80cc3-cd4f-498e-8774-ad0ba2f66cdb,b7d22008-1a17-452d-a360-de5bbdbd773f,Hansen-Reed,Q04905,30,available,2022-04-28,71205,9,9,9
6fd994cf-2bfa-43e0-bacd-031a2bd23c0b,b7d22008-1a17-452d-a360-de5bbdbd773f,"Woodward, Williams and Walker",Q20754,30,available,2024-02-24,74258,9,7,7
a4672c4d-0a8e-47fa-bed2-425423e826ea,b7d22008-1a17-452d-a360-de5bbdbd773f,Hanna-Beard,G17976,30,available,2021-05-31,54575,7,6,5
1bbad784-a794-4d39-a404-e2764dc84879,b7d22008-1a17-452d-a360-de5bbdbd773f,"Conrad, Sanchez and Norton",H43299,30,available,2020-03-10,88702,6,9,10
3331bb7d-02f9-4b68-9ed1-c348ed4a43b5,b7d22008-1a17-452d-a360-de5bbdbd773f,Campbell-Sellers,L15170,30,available,2020-01-15,80463,9,6,10
c0826afa-1e8f-49ff-865b-f128cf7dc210,b7d22008-1a17-452d-a360-de5bbdbd773f,"Chang, Miller and Anderson",J89998,30,available,2020-03-30,90330,8,9,10
8fa7d96c-04cd-4a2a-aef9-0c0b78b039a0,b7d22008-1a17-452d-a360-de5bbdbd773f,"Pitts, Banks and Williams",S33324,30,available,2023-07-02,43157,7,6,7
a2b0f1ea-938a-40ec-aaaf-ff2335137069,b7d22008-1a17-452d-a360-de5bbdbd773f,"Henson, Wilson and Gentry",E28031,30,available,2024-08-27,39000,9,9,9
9241c27f-222d-4ea4-ac38-0a2c562e3402,b7d22008-1a17-452d-a360-de5bbdbd773f,"Fitzgerald, Richardson and Johns",C66828,30,available,2021-05-18,66047,9,6,5
2dadfbaa-7513-415b-b24e-4d871e369d41,b7d22008-1a17-452d-a360-de5bbdbd773f,Carter-Kennedy,J59765,30,available,2021-05-28,21742,10,7,7
72bab25b-74c6-486c-92b6-2a79ee3bcec8,b7d22008-1a17-452d-a360-de5bbdbd773f,Kirk Inc,P87499,30,available,2023-09-01,43626,9,9,6
988c34dc-22ad-4e66-9bc6-20d4877d0912,b7d22008-1a17-452d-a360-de5bbdbd773f,Ho Ltd,H10798,30,available,2024-03-25,71969,8,7,10
a2372251-f5b1-499b-aec8-26e8e56a9fea,b7d22008-1a17-452d-a360-de5bbdbd773f,"Mullins, Mcmillan and Ball",A58440,30,available,2020-09-25,93096,8,5,9
2b9eb817-bf62-44c9-ab8b-800091ed1b9c,b7d22008-1a17-452d-a360-de5bbdbd773f,Wiggins-Parker,Q14846,30,available,2023-07-17,86432,8,6,7
3885c3db-b850-4f30-b0b7-0ac62831713d,b7d22008-1a17-452d-a360-de5bbdbd773f,"Lowery, Peterson and Murphy",B60077,30,available,2024-06-25,38209,6,6,7
5bab9f6a-ac39-4648-b62c-01863fe5d9de,267ebd23-564b-4f95-a62a-f0c69c642f72,Jackson-Dixon,P29093,30,available,2022-09-18,42994,7,5,9
efc3de47-d512-415b-b08b-0d1de1077f90,267ebd23-564b-4f95-a62a-f0c69c642f72,Cook and Sons,O94062,30,available,2023-02-27,26729,8,8,8
11da82b7-35e6-493e-ad24-ebb4cef41478,267ebd23-564b-4f95-a62a-f0c69c642f72,Chapman-Holmes,O11623,30,available,2020-10-01,12394,9,9,8
4a97d1f1-fb39-4bfa-9270-f29bef18c8a4,267ebd23-564b-4f95-a62a-f0c69c642f72,Parker PLC,A94512,30,available,2022-03-17,62747,7,10,8
f78eb840-8aee-458e-bce8-d5b0cf5bba12,267ebd23-564b-4f95-a62a-f0c69c642f72,"Thompson, Potter and Bond",P16579,30,available,2023-08-04,45599,6,10,6
b50eaf41-c6f6-4e68-b649-48a87fc03984,267ebd23-564b-4f95-a62a-f0c69c642f72,Henry-Brown,I95979,30,available,2023-06-20,87041,5,5,9
250555f4-4ba2-49bd-bce1-abc065ac2034,267ebd23-564b-4f95-a62a-f0c69c642f72,Schultz-Hall,L85544,30,available,2022-05-26,95511,7,10,9
5120699f-16c8-44a7-8c69-44348b7930d8,267ebd23-564b-4f95-a62a-f0c69c642f72,"Duffy, Barron and Davis",Y86372,30,available,2024-09-25,12412,9,7,7
c44e9373-5682-46db-8cc3-37884ecedf79,267ebd23-564b-4f95-a62a-f0c69c642f72,Kramer-Shaw,Q03046,30,available,2022-05-31,11280,5,5,5
8dde5fa6-52ae-4d6e-9af1-8dc510bac587,267ebd23-564b-4f95-a62a-f0c69c642f72,"Dorsey, Page and Johnston",N43873,30,available,2024-02-28,34576,5,10,10
2651f1e8-a9b2-4086-be10-78fd1a0d8680,267ebd23-564b-4f95-a62a-f0c69c642f72,Cunningham PLC,Z11575,30,available,2021-03-01,53691,8,8,10
f88542d1-e81b-4a6a-a1df-b50c12b7bd36,267ebd23-564b-4f95-a62a-f0c69c642f72,Smith-Harper,Y24226,30,available,2021-06-22,97981,5,10,5
8ca8c490-f332-477e-9888-3fd10808c0b6,267ebd23-564b-4f95-a62a-f0c69c642f72,"Nichols, Wolf and Parker",F06643,30,available,2020-02-25,69466,9,10,10
d7098075-111a-4cba-9b92-816f10885905,267ebd23-564b-4f95-a62a-f0c69c642f72,Kelly and Sons,E92310,30,available,2024-03-21,83929,10,8,7
