id,bus__trip_id,breaks_trip_id,status
4548,1517,857,pending
4549,1517,858,pending
4550,1518,976,pending
4551,1518,977,pending
4552,1518,978,pending
4553,1519,1078,pending
4554,1519,1079,pending
4555,1519,1080,pending
4556,1520,973,pending
4557,1520,974,pending
4558,1520,975,pending
4559,1521,814,pending
4560,1521,815,pending
4561,1521,816,pending
4562,1522,736,pending
4563,1522,737,pending
4564,1522,738,pending
4565,1523,1099,pending
4566,1523,1100,pending
4567,1523,1101,pending
4568,1524,925,pending
4569,1524,926,pending
4570,1524,927,pending
4571,1525,817,pending
4572,1525,818,pending
4573,1525,819,pending
4574,1526,1039,pending
4575,1526,1040,pending
4576,1526,1041,pending
4577,1527,982,pending
4578,1527,983,pending
4579,1527,984,pending
4580,1528,685,pending
4581,1528,686,pending
4582,1528,687,pending
4583,1529,883,pending
4584,1529,884,pending
4585,1529,885,pending
4586,1530,1000,pending
4587,1530,1001,pending
4588,1530,1002,pending
4589,1531,655,pending
4590,1531,656,pending
4591,1531,657,pending
4592,1532,832,pending
4593,1532,833,pending
4594,1532,834,pending
4595,1533,799,pending
4596,1533,800,pending
4597,1533,801,pending
4598,1534,625,pending
4599,1534,626,pending
4600,1534,627,pending
4601,1535,826,pending
4602,1535,827,pending
4603,1535,828,pending
4604,1536,802,pending
4605,1536,803,pending
4606,1536,804,pending
4607,1537,922,pending
4608,1537,923,pending
4609,1537,924,pending
4610,1538,688,pending
4611,1538,689,pending
4612,1538,690,pending
4613,1539,703,pending
4614,1539,704,pending
4615,1539,705,pending
4616,1540,1069,pending
4617,1540,1070,pending
4618,1540,1071,pending
4619,1541,793,pending
4620,1541,794,pending
4621,1541,795,pending
4622,1542,1129,pending
4623,1542,1130,pending
4624,1542,1131,pending
4625,1543,859,pending
4626,1543,860,pending
4627,1543,861,pending
4628,1544,721,pending
4629,1544,722,pending
4630,1544,723,pending
4631,1545,646,pending
4632,1545,647,pending
4633,1545,648,pending
4634,1546,1120,pending
4635,1546,1121,pending
4636,1546,1122,pending
4637,1547,724,pending
4638,1547,725,pending
4639,1547,726,pending
4640,1548,784,pending
4641,1548,785,pending
4642,1548,786,pending
4643,1549,1048,pending
4644,1549,1049,pending
4645,1549,1050,pending
4646,1550,835,pending
4647,1550,836,pending
4648,1550,837,pending
4649,1551,613,pending
4650,1551,614,pending
4651,1551,615,pending
4652,1552,1039,pending
4653,1552,1040,pending
4654,1552,1041,pending
4655,1553,610,pending
4656,1553,611,pending
4657,1553,612,pending
4658,1554,937,pending
4659,1554,938,pending
4660,1554,939,pending
4661,1555,865,pending
4662,1555,866,pending
4663,1555,867,pending
4664,1556,1117,pending
4665,1556,1118,pending
4666,1556,1119,pending
4667,1557,958,pending
4668,1557,959,pending
4669,1557,960,pending
4670,1558,703,pending
4671,1558,704,pending
4672,1558,705,pending
4673,1559,862,pending
4674,1559,863,pending
4675,1559,864,pending
4676,1560,604,pending
4677,1560,605,pending
4678,1560,606,pending
4679,1561,1132,pending
4680,1561,1133,pending
4681,1561,1134,pending
4682,1562,883,pending
4683,1562,884,pending
4684,1562,885,pending
4685,1563,997,pending
4686,1563,998,pending
4687,1563,999,pending
4688,1564,817,pending
4689,1564,818,pending
4690,1564,819,pending
4691,1565,1141,pending
4692,1565,1142,pending
4693,1565,1143,pending
4694,1566,703,pending
4695,1566,704,pending
4696,1566,705,pending
4697,1567,646,pending
4698,1567,647,pending
4699,1567,648,pending
4700,1568,805,pending
4701,1568,806,pending
4702,1568,807,pending
4703,1569,832,pending
4704,1569,833,pending
4705,1569,834,pending
4706,1570,889,pending
4707,1570,890,pending
4708,1570,891,pending
4709,1571,673,pending
4710,1571,674,pending
4711,1571,675,pending
4712,1572,817,pending
4713,1572,818,pending
4714,1572,819,pending
4715,1573,1123,pending
4716,1573,1124,pending
4717,1573,1125,pending
4718,1574,973,pending
4719,1574,974,pending
4720,1574,975,pending
4721,1575,673,pending
4722,1575,674,pending
4723,1575,675,pending
4724,1576,958,pending
4725,1576,959,pending
4726,1576,960,pending
4727,1577,1015,pending
4728,1577,1016,pending
4729,1577,1017,pending
4730,1578,613,pending
4731,1578,614,pending
4732,1578,615,pending
4733,1579,772,pending
4734,1579,773,pending
4735,1579,774,pending
4736,1580,1087,pending
4737,1580,1088,pending
4738,1580,1089,pending
4739,1581,1093,pending
4740,1581,1094,pending
4741,1581,1095,pending
4742,1582,805,pending
4743,1582,806,pending
4744,1582,807,pending
4745,1583,1000,pending
4746,1583,1001,pending
4747,1583,1002,pending
4748,1584,1129,pending
4749,1584,1130,pending
4750,1584,1131,pending
4751,1585,706,pending
4752,1585,707,pending
4753,1585,708,pending
4754,1586,1009,pending
4755,1586,1010,pending
4756,1586,1011,pending
4757,1587,757,pending
4758,1587,758,pending
4759,1587,759,pending
4760,1588,802,pending
4761,1588,803,pending
4762,1588,804,pending
4763,1589,985,pending
4764,1589,986,pending
4765,1589,987,pending
4766,1590,1078,pending
4767,1590,1079,pending
4768,1590,1080,pending
4769,1591,637,pending
4770,1591,638,pending
4771,1591,639,pending
4772,1592,700,pending
4773,1592,701,pending
4774,1592,702,pending
4775,1593,1201,pending
4776,1593,1202,pending
4777,1593,1203,pending
4778,1594,664,pending
4779,1594,665,pending
4780,1594,666,pending
4781,1595,943,pending
4782,1595,944,pending
4783,1595,945,pending
4784,1596,1153,pending
4785,1596,1154,pending
4786,1596,1155,pending
4787,1597,856,pending
4788,1597,857,pending
4789,1597,858,pending
4790,1598,604,pending
4791,1598,605,pending
4792,1598,606,pending
4793,1599,886,pending
4794,1599,887,pending
4795,1599,888,pending
4796,1600,901,pending
4797,1600,902,pending
4798,1600,903,pending
4799,1601,733,pending
4800,1601,734,pending
4801,1601,735,pending
4802,1602,841,pending
4803,1602,842,pending
4804,1602,843,pending
4805,1603,1066,pending
4806,1603,1067,pending
4807,1603,1068,pending
4808,1604,949,pending
4809,1604,950,pending
4810,1604,951,pending
4811,1605,811,pending
4812,1605,812,pending
4813,1605,813,pending
4814,1606,613,pending
4815,1606,614,pending
4816,1606,615,pending
4817,1607,709,pending
4818,1607,710,pending
4819,1607,711,pending
4820,1608,721,pending
4821,1608,722,pending
4822,1608,723,pending
4823,1609,688,pending
4824,1609,689,pending
4825,1609,690,pending
4826,1610,658,pending
4827,1610,659,pending
4828,1610,660,pending
4829,1611,742,pending
4830,1611,743,pending
4831,1611,744,pending
4832,1612,1147,pending
4833,1612,1148,pending
4834,1612,1149,pending
4835,1613,1075,pending
4836,1613,1076,pending
4837,1613,1077,pending
4838,1614,634,pending
4839,1614,635,pending
4840,1614,636,pending
4841,1615,610,pending
4842,1615,611,pending
4843,1615,612,pending
4844,1616,1048,pending
4845,1616,1049,pending
4846,1616,1050,pending
4847,1617,895,pending
4848,1617,896,pending
4849,1617,897,pending
4850,1618,979,pending
4851,1618,980,pending
4852,1618,981,pending
4853,1619,634,pending
4854,1619,635,pending
4855,1619,636,pending
4856,1620,784,pending
4857,1620,785,pending
4858,1620,786,pending
4859,1621,1201,pending
4860,1621,1202,pending
4861,1621,1203,pending
4862,1622,1123,pending
4863,1622,1124,pending
4864,1622,1125,pending
4865,1623,1120,pending
4866,1623,1121,pending
4867,1623,1122,pending
4868,1624,1177,pending
4869,1624,1178,pending
4870,1624,1179,pending
4871,1625,706,pending
4872,1625,707,pending
4873,1625,708,pending
4874,1626,664,pending
4875,1626,665,pending
4876,1626,666,pending
4877,1627,880,pending
4878,1627,881,pending
4879,1627,882,pending
4880,1628,1066,pending
4881,1628,1067,pending
4882,1628,1068,pending
4883,1629,697,pending
4884,1629,698,pending
4885,1629,699,pending
4886,1630,604,pending
4887,1630,605,pending
4888,1630,606,pending
4889,1631,712,pending
4890,1631,713,pending
4891,1631,714,pending
4892,1632,655,pending
4893,1632,656,pending
4894,1632,657,pending
4895,1633,652,pending
4896,1633,653,pending
4897,1633,654,pending
4898,1634,700,pending
4899,1634,701,pending
4900,1634,702,pending
4901,1635,910,pending
4902,1635,911,pending
4903,1635,912,pending
4904,1636,916,pending
4905,1636,917,pending
4906,1636,918,pending
4907,1637,877,pending
4908,1637,878,pending
4909,1637,879,pending
4910,1638,676,pending
4911,1638,677,pending
4912,1638,678,pending
4913,1639,745,pending
4914,1639,746,pending
4915,1639,747,pending
4916,1640,721,pending
4917,1640,722,pending
4918,1640,723,pending
4919,1641,721,pending
4920,1641,722,pending
4921,1641,723,pending
4922,1642,1045,pending
4923,1642,1046,pending
4924,1642,1047,pending
4925,1643,874,pending
4926,1643,875,pending
4927,1643,876,pending
4928,1644,772,pending
4929,1644,773,pending
4930,1644,774,pending
4931,1645,736,pending
4932,1645,737,pending
4933,1645,738,pending
4934,1646,1087,pending
4935,1646,1088,pending
4936,1646,1089,pending
4937,1647,718,pending
4938,1647,719,pending
4939,1647,720,pending
4940,1648,1177,pending
4941,1648,1178,pending
4942,1648,1179,pending
4943,1649,1006,pending
4944,1649,1007,pending
4945,1649,1008,pending
4946,1650,973,pending
4947,1650,974,pending
4948,1650,975,pending
4949,1651,1021,pending
4950,1651,1022,pending
4951,1651,1023,pending
4952,1652,946,pending
4953,1652,947,pending
4954,1652,948,pending
4955,1653,1063,pending
4956,1653,1064,pending
4957,1653,1065,pending
4958,1654,670,pending
4959,1654,671,pending
4960,1654,672,pending
4961,1655,1156,pending
4962,1655,1157,pending
4963,1655,1158,pending
4964,1656,628,pending
4965,1656,629,pending
4966,1656,630,pending
4967,1657,1138,pending
4968,1657,1139,pending
4969,1657,1140,pending
4970,1658,721,pending
4971,1658,722,pending
4972,1658,723,pending
4973,1659,649,pending
4974,1659,650,pending
4975,1659,651,pending
4976,1660,886,pending
4977,1660,887,pending
4978,1660,888,pending
4979,1661,709,pending
4980,1661,710,pending
4981,1661,711,pending
4982,1662,976,pending
4983,1662,977,pending
4984,1662,978,pending
4985,1663,610,pending
4986,1663,611,pending
4987,1663,612,pending
4988,1664,796,pending
4989,1664,797,pending
4990,1664,798,pending
4991,1665,1198,pending
4992,1665,1199,pending
4993,1665,1200,pending
4994,1666,883,pending
4995,1666,884,pending
4996,1666,885,pending
4997,1667,1123,pending
4998,1667,1124,pending
4999,1667,1125,pending
5000,1668,763,pending
5001,1668,764,pending
5002,1668,765,pending
5003,1669,841,pending
5004,1669,842,pending
5005,1669,843,pending
5006,1670,1132,pending
5007,1670,1133,pending
5008,1670,1134,pending
5009,1671,793,pending
5010,1671,794,pending
5011,1671,795,pending
5012,1672,1132,pending
5013,1672,1133,pending
5014,1672,1134,pending
5015,1673,1030,pending
5016,1673,1031,pending
5017,1673,1032,pending
5018,1674,859,pending
5019,1674,860,pending
5020,1674,861,pending
5021,1675,1177,pending
5022,1675,1178,pending
5023,1675,1179,pending
5024,1676,829,pending
5025,1676,830,pending
5026,1676,831,pending
5027,1677,925,pending
5028,1677,926,pending
5029,1677,927,pending
5030,1678,808,pending
5031,1678,809,pending
5032,1678,810,pending
5033,1679,952,pending
5034,1679,953,pending
5035,1679,954,pending
5036,1680,757,pending
5037,1680,758,pending
5038,1680,759,pending
5039,1681,877,pending
5040,1681,878,pending
5041,1681,879,pending
5042,1682,1066,pending
5043,1682,1067,pending
5044,1682,1068,pending
5045,1683,1192,pending
5046,1683,1193,pending
5047,1683,1194,pending
5048,1684,1159,pending
5049,1684,1160,pending
5050,1684,1161,pending
5051,1685,673,pending
5052,1685,674,pending
5053,1685,675,pending
5054,1686,988,pending
5055,1686,989,pending
5056,1686,990,pending
5057,1687,616,pending
5058,1687,617,pending
5059,1687,618,pending
5060,1688,820,pending
5061,1688,821,pending
5062,1688,822,pending
5063,1689,796,pending
5064,1689,797,pending
5065,1689,798,pending
5066,1690,847,pending
5067,1690,848,pending
5068,1690,849,pending
5069,1691,946,pending
5070,1691,947,pending
5071,1691,948,pending
5072,1692,619,pending
5073,1692,620,pending
5074,1692,621,pending
5075,1693,721,pending
5076,1693,722,pending
5077,1693,723,pending
5078,1694,997,pending
5079,1694,998,pending
5080,1694,999,pending
5081,1695,706,pending
5082,1695,707,pending
5083,1695,708,pending
5084,1696,952,pending
5085,1696,953,pending
5086,1696,954,pending
5087,1697,967,pending
5088,1697,968,pending
5089,1697,969,pending
5090,1698,751,pending
5091,1698,752,pending
5092,1698,753,pending
5093,1699,865,pending
5094,1699,866,pending
5095,1699,867,pending
5096,1700,961,pending
5097,1700,962,pending
5098,1700,963,pending
5099,1701,607,pending
5100,1701,608,pending
5101,1701,609,pending
5102,1702,1048,pending
5103,1702,1049,pending
5104,1702,1050,pending
5105,1703,1120,pending
5106,1703,1121,pending
5107,1703,1122,pending
5108,1704,1018,pending
5109,1704,1019,pending
5110,1704,1020,pending
5111,1705,841,pending
5112,1705,842,pending
5113,1705,843,pending
5114,1706,682,pending
5115,1706,683,pending
5116,1706,684,pending
5117,1707,685,pending
5118,1707,686,pending
5119,1707,687,pending
5120,1708,856,pending
5121,1708,857,pending
5122,1708,858,pending
5123,1709,826,pending
5124,1709,827,pending
5125,1709,828,pending
5126,1710,796,pending
5127,1710,797,pending
5128,1710,798,pending
5129,1711,1102,pending
5130,1711,1103,pending
5131,1711,1104,pending
5132,1712,856,pending
5133,1712,857,pending
5134,1712,858,pending
5135,1713,1168,pending
5136,1713,1169,pending
5137,1713,1170,pending
5138,1714,667,pending
5139,1714,668,pending
5140,1714,669,pending
5141,1715,928,pending
5142,1715,929,pending
5143,1715,930,pending
5144,1716,778,pending
5145,1716,779,pending
5146,1716,780,pending
5147,1717,679,pending
5148,1717,680,pending
5149,1717,681,pending
5150,1718,685,pending
5151,1718,686,pending
5152,1718,687,pending
5153,1719,1147,pending
5154,1719,1148,pending
5155,1719,1149,pending
5156,1720,1069,pending
5157,1720,1070,pending
5158,1720,1071,pending
5159,1721,1111,pending
5160,1721,1112,pending
5161,1721,1113,pending
5162,1722,922,pending
5163,1722,923,pending
5164,1722,924,pending
5165,1723,721,pending
5166,1723,722,pending
5167,1723,723,pending
5168,1724,919,pending
5169,1724,920,pending
5170,1724,921,pending
5171,1725,988,pending
5172,1725,989,pending
5173,1725,990,pending
5174,1726,1015,pending
5175,1726,1016,pending
5176,1726,1017,pending
5177,1727,1174,pending
5178,1727,1175,pending
5179,1727,1176,pending
5180,1728,850,pending
5181,1728,851,pending
5182,1728,852,pending
5183,1729,1018,pending
5184,1729,1019,pending
5185,1729,1020,pending
5186,1730,1156,pending
5187,1730,1157,pending
5188,1730,1158,pending
5189,1731,790,pending
5190,1731,791,pending
5191,1731,792,pending
5192,1732,916,pending
5193,1732,917,pending
5194,1732,918,pending
5195,1733,847,pending
5196,1733,848,pending
5197,1733,849,pending
5198,1734,937,pending
5199,1734,938,pending
5200,1734,939,pending
5201,1735,622,pending
5202,1735,623,pending
5203,1735,624,pending
5204,1736,1105,pending
5205,1736,1106,pending
5206,1736,1107,pending
5207,1737,673,pending
5208,1737,674,pending
5209,1737,675,pending
5210,1738,742,pending
5211,1738,743,pending
5212,1738,744,pending
5213,1739,910,pending
5214,1739,911,pending
5215,1739,912,pending
5216,1740,1159,pending
5217,1740,1160,pending
5218,1740,1161,pending
5219,1741,628,pending
5220,1741,629,pending
5221,1741,630,pending
5222,1742,775,pending
5223,1742,776,pending
5224,1742,777,pending
5225,1743,625,pending
5226,1743,626,pending
5227,1743,627,pending
5228,1744,1138,pending
5229,1744,1139,pending
5230,1744,1140,pending
5231,1745,1201,pending
5232,1745,1202,pending
5233,1745,1203,pending
5234,1746,775,pending
5235,1746,776,pending
5236,1746,777,pending
5237,1747,847,pending
5238,1747,848,pending
5239,1747,849,pending
5240,1748,1099,pending
5241,1748,1100,pending
5242,1748,1101,pending
5243,1749,859,pending
5244,1749,860,pending
5245,1749,861,pending
5246,1750,1033,pending
5247,1750,1034,pending
5248,1750,1035,pending
5249,1751,745,pending
5250,1751,746,pending
5251,1751,747,pending
5252,1752,1024,pending
5253,1752,1025,pending
5254,1752,1026,pending
5255,1753,1120,pending
5256,1753,1121,pending
5257,1753,1122,pending
5258,1754,937,pending
5259,1754,938,pending
5260,1754,939,pending
5261,1755,685,pending
5262,1755,686,pending
5263,1755,687,pending
5264,1756,1147,pending
5265,1756,1148,pending
5266,1756,1149,pending
5267,1757,1114,pending
5268,1757,1115,pending
5269,1757,1116,pending
5270,1758,1012,pending
5271,1758,1013,pending
5272,1758,1014,pending
5273,1759,709,pending
5274,1759,710,pending
5275,1759,711,pending
5276,1760,925,pending
5277,1760,926,pending
5278,1760,927,pending
5279,1761,703,pending
5280,1761,704,pending
5281,1761,705,pending
5282,1762,898,pending
5283,1762,899,pending
5284,1762,900,pending
5285,1763,937,pending
5286,1763,938,pending
5287,1763,939,pending
5288,1764,937,pending
5289,1764,938,pending
5290,1764,939,pending
5291,1765,766,pending
5292,1765,767,pending
5293,1765,768,pending
5294,1766,997,pending
5295,1766,998,pending
5296,1766,999,pending
5297,1767,805,pending
5298,1767,806,pending
5299,1767,807,pending
5300,1768,619,pending
5301,1768,620,pending
5302,1768,621,pending
5303,1769,850,pending
5304,1769,851,pending
5305,1769,852,pending
5306,1770,784,pending
5307,1770,785,pending
5308,1770,786,pending
5309,1771,637,pending
5310,1771,638,pending
5311,1771,639,pending
5312,1772,991,pending
5313,1772,992,pending
5314,1772,993,pending
5315,1773,1111,pending
5316,1773,1112,pending
5317,1773,1113,pending
5318,1774,862,pending
5319,1774,863,pending
5320,1774,864,pending
5321,1775,925,pending
5322,1775,926,pending
5323,1775,927,pending
5324,1776,730,pending
5325,1776,731,pending
5326,1776,732,pending
5327,1777,961,pending
5328,1777,962,pending
5329,1777,963,pending
5330,1778,1078,pending
5331,1778,1079,pending
5332,1778,1080,pending
5333,1779,718,pending
5334,1779,719,pending
5335,1779,720,pending
5336,1780,892,pending
5337,1780,893,pending
5338,1780,894,pending
5339,1781,1189,pending
5340,1781,1190,pending
5341,1781,1191,pending
5342,1782,817,pending
5343,1782,818,pending
5344,1782,819,pending
5345,1783,994,pending
5346,1783,995,pending
5347,1783,996,pending
5348,1784,964,pending
5349,1784,965,pending
5350,1784,966,pending
5351,1785,757,pending
5352,1785,758,pending
5353,1785,759,pending
5354,1786,820,pending
5355,1786,821,pending
5356,1786,822,pending
5357,1787,610,pending
5358,1787,611,pending
5359,1787,612,pending
5360,1788,1006,pending
5361,1788,1007,pending
5362,1788,1008,pending
5363,1789,859,pending
5364,1789,860,pending
5365,1789,861,pending
5366,1790,766,pending
5367,1790,767,pending
5368,1790,768,pending
5369,1791,1132,pending
5370,1791,1133,pending
5371,1791,1134,pending
5372,1792,1144,pending
5373,1792,1145,pending
5374,1792,1146,pending
5375,1793,1168,pending
5376,1793,1169,pending
5377,1793,1170,pending
5378,1794,892,pending
5379,1794,893,pending
5380,1794,894,pending
5381,1795,880,pending
5382,1795,881,pending
5383,1795,882,pending
5384,1796,1186,pending
5385,1796,1187,pending
5386,1796,1188,pending
5387,1797,685,pending
5388,1797,686,pending
5389,1797,687,pending
5390,1798,721,pending
5391,1798,722,pending
5392,1798,723,pending
5393,1799,1036,pending
5394,1799,1037,pending
5395,1799,1038,pending
5396,1800,751,pending
5397,1800,752,pending
5398,1800,753,pending
5399,1801,646,pending
5400,1801,647,pending
5401,1801,648,pending
5402,1802,703,pending
5403,1802,704,pending
5404,1802,705,pending
5405,1803,691,pending
5406,1803,692,pending
5407,1803,693,pending
5408,1804,1072,pending
5409,1804,1073,pending
5410,1804,1074,pending
5411,1805,1174,pending
5412,1805,1175,pending
5413,1805,1176,pending
5414,1806,880,pending
5415,1806,881,pending
5416,1806,882,pending
5417,1807,646,pending
5418,1807,647,pending
5419,1807,648,pending
5420,1808,664,pending
5421,1808,665,pending
5422,1808,666,pending
5423,1809,1117,pending
5424,1809,1118,pending
5425,1809,1119,pending
5426,1810,739,pending
5427,1810,740,pending
5428,1810,741,pending
5429,1811,661,pending
5430,1811,662,pending
5431,1811,663,pending
5432,1812,766,pending
5433,1812,767,pending
5434,1812,768,pending
5435,1813,979,pending
5436,1813,980,pending
5437,1813,981,pending
5438,1814,631,pending
5439,1814,632,pending
5440,1814,633,pending
5441,1815,703,pending
5442,1815,704,pending
5443,1815,705,pending
5444,1816,1096,pending
5445,1816,1097,pending
5446,1816,1098,pending
5447,1817,703,pending
5448,1817,704,pending
5449,1817,705,pending
5450,1818,1096,pending
5451,1818,1097,pending
5452,1818,1098,pending
5453,1819,1117,pending
5454,1819,1118,pending
5455,1819,1119,pending
5456,1820,847,pending
5457,1820,848,pending
5458,1820,849,pending
5459,1821,865,pending
5460,1821,866,pending
5461,1821,867,pending
5462,1822,748,pending
5463,1822,749,pending
5464,1822,750,pending
5465,1823,679,pending
5466,1823,680,pending
5467,1823,681,pending
5468,1824,1054,pending
5469,1824,1055,pending
5470,1824,1056,pending
5471,1825,931,pending
5472,1825,932,pending
5473,1825,933,pending
5474,1826,778,pending
5475,1826,779,pending
5476,1826,780,pending
5477,1827,1180,pending
5478,1827,1181,pending
5479,1827,1182,pending
5480,1828,940,pending
5481,1828,941,pending
5482,1828,942,pending
5483,1829,1039,pending
5484,1829,1040,pending
5485,1829,1041,pending
5486,1830,727,pending
5487,1830,728,pending
5488,1830,729,pending
5489,1831,607,pending
5490,1831,608,pending
5491,1831,609,pending
5492,1832,1030,pending
5493,1832,1031,pending
5494,1832,1032,pending
5495,1833,874,pending
5496,1833,875,pending
5497,1833,876,pending
5498,1834,637,pending
5499,1834,638,pending
5500,1834,639,pending
5501,1835,652,pending
5502,1835,653,pending
5503,1835,654,pending
5504,1836,886,pending
5505,1836,887,pending
5506,1836,888,pending
5507,1837,1111,pending
5508,1837,1112,pending
5509,1837,1113,pending
5510,1838,814,pending
5511,1838,815,pending
5512,1838,816,pending
5513,1839,1180,pending
5514,1839,1181,pending
5515,1839,1182,pending
5516,1840,721,pending
5517,1840,722,pending
5518,1840,723,pending
5519,1841,805,pending
5520,1841,806,pending
5521,1841,807,pending
5522,1842,808,pending
5523,1842,809,pending
5524,1842,810,pending
5525,1843,1156,pending
5526,1843,1157,pending
5527,1843,1158,pending
5528,1844,937,pending
5529,1844,938,pending
5530,1844,939,pending
5531,1845,1156,pending
5532,1845,1157,pending
5533,1845,1158,pending
5534,1846,886,pending
5535,1846,887,pending
5536,1846,888,pending
5537,1847,1102,pending
5538,1847,1103,pending
5539,1847,1104,pending
5540,1848,895,pending
5541,1848,896,pending
5542,1848,897,pending
5543,1849,691,pending
5544,1849,692,pending
5545,1849,693,pending
5546,1850,1036,pending
5547,1850,1037,pending
5548,1850,1038,pending
5549,1851,682,pending
5550,1851,683,pending
5551,1851,684,pending
5552,1852,1069,pending
5553,1852,1070,pending
5554,1852,1071,pending
5555,1853,1156,pending
5556,1853,1157,pending
5557,1853,1158,pending
5558,1854,1120,pending
5559,1854,1121,pending
5560,1854,1122,pending
5561,1855,1189,pending
5562,1855,1190,pending
5563,1855,1191,pending
5564,1856,907,pending
5565,1856,908,pending
5566,1856,909,pending
5567,1857,1168,pending
5568,1857,1169,pending
5569,1857,1170,pending
5570,1858,892,pending
5571,1858,893,pending
5572,1858,894,pending
5573,1859,1015,pending
5574,1859,1016,pending
5575,1859,1017,pending
5576,1860,832,pending
5577,1860,833,pending
5578,1860,834,pending
5579,1861,673,pending
5580,1861,674,pending
5581,1861,675,pending
5582,1862,694,pending
5583,1862,695,pending
5584,1862,696,pending
5585,1863,841,pending
5586,1863,842,pending
5587,1863,843,pending
5588,1864,904,pending
5589,1864,905,pending
5590,1864,906,pending
5591,1865,847,pending
5592,1865,848,pending
5593,1865,849,pending
5594,1866,1111,pending
5595,1866,1112,pending
5596,1866,1113,pending
5597,1867,940,pending
5598,1867,941,pending
5599,1867,942,pending
5600,1868,727,pending
5601,1868,728,pending
5602,1868,729,pending
5603,1869,1102,pending
5604,1869,1103,pending
5605,1869,1104,pending
5606,1870,940,pending
5607,1870,941,pending
5608,1870,942,pending
5609,1871,688,pending
5610,1871,689,pending
5611,1871,690,pending
5612,1872,1156,pending
5613,1872,1157,pending
5614,1872,1158,pending
5615,1873,1063,pending
5616,1873,1064,pending
5617,1873,1065,pending
5618,1874,1201,pending
5619,1874,1202,pending
5620,1874,1203,pending
5621,1875,922,pending
5622,1875,923,pending
5623,1875,924,pending
5624,1876,805,pending
5625,1876,806,pending
5626,1876,807,pending
5627,1877,967,pending
5628,1877,968,pending
5629,1877,969,pending
5630,1878,796,pending
5631,1878,797,pending
5632,1878,798,pending
5633,1879,670,pending
5634,1879,671,pending
5635,1879,672,pending
5636,1880,904,pending
5637,1880,905,pending
5638,1880,906,pending
5639,1881,646,pending
5640,1881,647,pending
5641,1881,648,pending
5642,1882,907,pending
5643,1882,908,pending
5644,1882,909,pending
5645,1883,703,pending
5646,1883,704,pending
5647,1883,705,pending
5648,1884,1054,pending
5649,1884,1055,pending
5650,1884,1056,pending
5651,1885,739,pending
5652,1885,740,pending
5653,1885,741,pending
5654,1886,1117,pending
5655,1886,1118,pending
5656,1886,1119,pending
5657,1887,607,pending
5658,1887,608,pending
5659,1887,609,pending
5660,1888,610,pending
5661,1888,611,pending
5662,1888,612,pending
5663,1889,820,pending
5664,1889,821,pending
5665,1889,822,pending
5666,1890,874,pending
5667,1890,875,pending
5668,1890,876,pending
5669,1891,919,pending
5670,1891,920,pending
5671,1891,921,pending
5672,1892,658,pending
5673,1892,659,pending
5674,1892,660,pending
5675,1893,763,pending
5676,1893,764,pending
5677,1893,765,pending
5678,1894,1138,pending
5679,1894,1139,pending
5680,1894,1140,pending
5681,1895,883,pending
5682,1895,884,pending
5683,1895,885,pending
5684,1896,1180,pending
5685,1896,1181,pending
5686,1896,1182,pending
5687,1897,619,pending
5688,1897,620,pending
5689,1897,621,pending
5690,1898,1000,pending
5691,1898,1001,pending
5692,1898,1002,pending
5693,1899,988,pending
5694,1899,989,pending
5695,1899,990,pending
5696,1900,817,pending
5697,1900,818,pending
5698,1900,819,pending
5699,1901,1201,pending
5700,1901,1202,pending
5701,1901,1203,pending
5702,1902,742,pending
5703,1902,743,pending
5704,1902,744,pending
5705,1903,988,pending
5706,1903,989,pending
5707,1903,990,pending
5708,1904,634,pending
5709,1904,635,pending
5710,1904,636,pending
5711,1905,853,pending
5712,1905,854,pending
5713,1905,855,pending
5714,1906,1168,pending
5715,1906,1169,pending
5716,1906,1170,pending
5717,1907,1183,pending
5718,1907,1184,pending
5719,1907,1185,pending
5720,1908,757,pending
5721,1908,758,pending
5722,1908,759,pending
5723,1909,715,pending
5724,1909,716,pending
5725,1909,717,pending
5726,1910,859,pending
5727,1910,860,pending
5728,1910,861,pending
5729,1911,913,pending
5730,1911,914,pending
5731,1911,915,pending
5732,1912,652,pending
5733,1912,653,pending
5734,1912,654,pending
5735,1913,985,pending
5736,1913,986,pending
5737,1913,987,pending
5738,1914,1084,pending
5739,1914,1085,pending
5740,1914,1086,pending
5741,1915,889,pending
5742,1915,890,pending
5743,1915,891,pending
5744,1916,934,pending
5745,1916,935,pending
5746,1916,936,pending
5747,1917,1162,pending
5748,1917,1163,pending
5749,1917,1164,pending
5750,1918,739,pending
5751,1918,740,pending
5752,1918,741,pending
5753,1919,775,pending
5754,1919,776,pending
5755,1919,777,pending
5756,1920,964,pending
5757,1920,965,pending
5758,1920,966,pending
5759,1921,808,pending
5760,1921,809,pending
5761,1921,810,pending
5762,1922,766,pending
5763,1922,767,pending
5764,1922,768,pending
5765,1923,1006,pending
5766,1923,1007,pending
5767,1923,1008,pending
5768,1924,925,pending
5769,1924,926,pending
5770,1924,927,pending
5771,1925,640,pending
5772,1925,641,pending
5773,1925,642,pending
5774,1926,889,pending
5775,1926,890,pending
5776,1926,891,pending
5777,1927,931,pending
5778,1927,932,pending
5779,1927,933,pending
5780,1928,952,pending
5781,1928,953,pending
5782,1928,954,pending
5783,1929,940,pending
5784,1929,941,pending
5785,1929,942,pending
